Transaction_ID,Date,Customer_ID,Amount,Category,Subcategory,City,State,Payment_Type
13457,06-26-11,4000392,141.07,Exercise & Fitness,Free Weights,Indianapolis ,Indiana,credit
13458,01-24-11,4000788,28.2,Water Sports,Life Jackets,Houston,Texas,cash
13459,05-19-11,4004251,19.32,Outdoor Recreation,Shooting Games,Alexandria  ,Virginia,cash
13460,10-30-11,4005549,29.24,Exercise & Fitness,Medicine Balls,Portland,Oregon,cash
13461,02-04-11,4002952,58.05,Outdoor Recreation,Geocaching,Long Beach,California,credit
13462,09-30-11,4008919,182.5,Winter Sports,Snowshoeing,Boise,Idaho,credit
13463,09-14-11,4004175,32.3,Dancing,Ballet Bars,St. Louis  ,Missouri,cash
13464,11-10-11,4004301,116.76,Outdoor Recreation,Riding Scooters,Kansas City,Missouri,credit
13465,04-06-11,4008408,89.64,Outdoor Recreation,Cycling,San Francisco,California,credit
13466,11-10-11,4001194,56.3,Team Sports,Football,Nashville  ,Tennessee,credit
13467,02-12-11,4004434,106.68,Winter Sports,Snowshoeing,Vancouver,Washington,credit
13468,07-10-11,4008112,29.2,Team Sports,Field Hockey,San Francisco,California,cash
13469,02-02-11,4003917,66.63,Air Sports,Parachutes,Hampton  ,Virginia,credit
13470,09-16-11,4003104,78.25,Exercise & Fitness,Exercise Balls,Orange,California,credit
13471,10-14-11,4007669,155.84,Games,Card Games,Las Vegas,Nevada,credit
13472,07-17-11,4005059,173.44,Games,Poker Chips & Sets,Jersey City,New Jersey,credit
13473,02-15-11,4001536,182.86,Outdoor Play Equipment,Outdoor Playsets,Pasadena,California,credit
13474,05-13-11,4002637,142.13,Winter Sports,Sledding,Boston,Massachusetts,credit
13475,10-06-11,4004361,57.38,Winter Sports,Cross-Country Skiing,Flint,Michigan,credit
13476,02-18-11,4007103,135.71,Outdoor Recreation,Lawn Games,Eugene,Oregon,credit
13477,01-25-11,4001262,52.41,Team Sports,Indoor Volleyball,Dallas,Texas,credit
13478,07-12-11,4003361,115.36,Racquet Sports,Tennis,Detroit,Michigan,credit
13479,12-05-11,4002773,148.86,Outdoor Play Equipment,Sandboxes,Columbia,Missouri,credit
13480,08-26-11,4000444,152.87,Outdoor Recreation,Lawn Games,Vancouver,Washington,credit
13481,03-31-11,4005534,91.55,Team Sports,Lacrosse,San Antonio,Texas,credit
13482,10-27-11,4001277,170.35,Exercise & Fitness,Weightlifting Machine Accessories,Hampton  ,Virginia,credit
13483,08-24-11,4000906,134.03,Exercise & Fitness,Exercise Bands,Detroit,Michigan,credit
13484,04-25-11,4005626,164.11,Outdoor Recreation,Golf,Stamford,Connecticut,credit
13485,01-04-11,4009513,105.53,Indoor Games,Darts,New York,New York,credit
13486,06-29-11,4003982,191.39,Team Sports,Cricket,Orlando,Florida,credit
13487,01-13-11,4008919,49.47,Water Sports,Windsurfing,Minneapolis,Minnesota,cash
13488,06-15-11,4001357,69.9,Team Sports,Rugby,Columbia,Missouri,credit
13489,12-24-11,4009467,176.89,Exercise & Fitness,Free Weights,Detroit,Michigan,credit
13490,10-27-11,4009495,165.52,Exercise & Fitness,Stopwatches,El Paso,Texas,credit
13491,10-04-11,4002950,196.07,Exercise & Fitness,Exercise Balls,Everett,Washington,credit
13492,04-19-11,4006973,195.13,Team Sports,Field Hockey,Columbus,Georgia,credit
13493,07-16-11,4006235,113.13,Water Sports,Surfing,Denton,Texas,credit
13494,07-30-11,4002505,179.71,Team Sports,Basketball,Madison,Wisconsin,credit
13495,04-30-11,4003995,96.56,Team Sports,Beach Volleyball,Los Angeles,California,credit
13496,04-04-11,4002084,35.22,Puzzles,Jigsaw Puzzles,Detroit,Michigan,cash
13497,12-25-11,4003926,137.55,Team Sports,Baseball,Columbus,Ohio,credit
13498,12-01-11,4002068,144.54,Puzzles,Jigsaw Puzzles,Oakland,California,credit
13499,03-23-11,4005381,44.33,Winter Sports,Downhill Skiing,Salt Lake City,Utah,cash
13500,01-12-11,4000609,56.48,Outdoor Recreation,Hunting,Flint,Michigan,credit
13501,08-10-11,4006004,93.14,Indoor Games,Billiards,Dayton,Ohio,credit
13502,02-15-11,4004705,185.88,Indoor Games,Bowling,Pasadena,Texas,credit
13503,09-03-11,4004277,180.37,Team Sports,Beach Volleyball,Montgomery,Alabama,credit
13504,08-26-11,4005606,80.72,Outdoor Recreation,Skateboarding,Stamford,Connecticut,credit
13505,04-13-11,4001878,184.9,Exercise & Fitness,Free Weight Bars,Hampton  ,Virginia,credit
13506,04-26-11,4003621,61,Team Sports,Indoor Volleyball,Columbia,South Carolina,credit
13507,05-10-11,4003945,133.61,Team Sports,Football,Irvine,California,credit
13508,09-19-11,4004334,144.16,Exercise & Fitness,Jump Ropes,Miami,Florida,credit
13509,03-19-11,4006086,6.74,Outdoor Recreation,Tetherball,Nashville  ,Tennessee,credit
13510,02-21-11,4000805,104.01,Outdoor Recreation,Tetherball,Detroit,Michigan,credit
13511,04-03-11,4001471,176.59,Combat Sports,Boxing,Phoenix,Arizona,credit
13512,09-05-11,4000400,51.34,Jumping,Trampoline Accessories,Pittsburgh,Pennsylvania,credit
13513,04-12-11,4003410,24.51,Exercise & Fitness,Weightlifting Machine Accessories,San Diego,California,credit
13514,01-17-11,4007950,122.57,Water Sports,Whitewater Rafting,Lexington,Kentucky,credit
13515,09-01-11,4009159,186.23,Team Sports,Baseball,Milwaukee,Wisconsin,credit
13516,01-21-11,4004443,171.88,Water Sports,Scuba Diving & Snorkeling,Memphis,Tennessee,credit
13517,09-16-11,4001982,6.87,Outdoor Recreation,Archery,Alexandria  ,Virginia,credit
13518,04-13-11,4003124,143.77,Games,Portable Electronic Games,Hartford,Connecticut,credit
13519,07-07-11,4004621,85.98,Team Sports,Lacrosse,Coral Springs,Florida,credit
13520,10-07-11,4007003,76.25,Winter Sports,Cross-Country Skiing,West Valley City,Utah,credit
13521,11-12-11,4009508,135.85,Outdoor Recreation,Hunting,San Diego,California,credit
13522,05-13-11,4001319,56.04,Racquet Sports,Badminton,Seattle,Washington,credit
13523,04-22-11,4006546,113.02,Water Sports,Surfing,Lexington,Kentucky,credit
13524,09-11-11,4004545,90.47,Games,Poker Chips & Sets,Denton,Texas,credit
13525,08-13-11,4008743,179.14,Exercise & Fitness,Medicine Balls,Chattanooga,Tennessee,credit
13526,12-04-11,4003002,147.03,Jumping,Jumping Stilts,Gilbert,Arizona,credit
13527,07-10-11,4000545,120.51,Water Sports,Water Polo,Orange,California,credit
13528,09-03-11,4008668,35.53,Outdoor Play Equipment,Lawn Water Slides,Des Moines,Iowa,credit
13529,02-20-11,4006106,140.54,Exercise & Fitness,Free Weights,Pasadena,Texas,credit
13530,05-27-11,4004551,38.89,Winter Sports,Snowboarding,Boise,Idaho,credit
13531,09-08-11,4007910,91.99,Outdoor Recreation,Ice Climbing,Columbus,Ohio,credit
13532,10-12-11,4006375,58.15,Team Sports,Hockey,Miami,Florida,credit
13533,11-26-11,4000520,49.98,Winter Sports,Bobsledding,Anaheim,California,credit
13534,12-10-11,4003096,47.29,Exercise & Fitness,Medicine Balls,Pasadena,Texas,credit
13535,02-21-11,4002982,145.69,Games,Poker Chips & Sets,Brownsville,Texas,credit
13536,11-12-11,4004119,192.58,Indoor Games,Billiards,Memphis,Tennessee,credit
13537,05-21-11,4001735,18.86,Water Sports,Surfing,Phoenix,Arizona,credit
13538,04-09-11,4008547,19.44,Outdoor Recreation,Ice Climbing,Springfield,Illinois,credit
13539,05-12-11,4000132,18.92,Exercise & Fitness,Cardio Machine Accessories,Berkeley,California,credit
13540,07-21-11,4001699,96.11,Exercise & Fitness,Foam Rollers,Overland Park,Kansas,credit
13541,03-05-11,4008756,135.83,Gymnastics,Springboards,Stamford,Connecticut,credit
13542,01-06-11,4006711,168.38,Jumping,Trampoline Accessories,Detroit,Michigan,credit
13543,08-29-11,4003528,82.46,Exercise & Fitness,Exercise Balls,San Francisco,California,credit
13544,12-11-11,4002237,141.22,Winter Sports,Snowshoeing,Bellevue,Washington,credit
13545,04-30-11,4009551,37.3,Winter Sports,Luge,Anaheim,California,cash
13546,02-11-11,4003085,46.8,Combat Sports,Fencing,Saint Paul,Minnesota,cash
13547,05-15-11,4004255,152.36,Outdoor Recreation,Tetherball,Anaheim,California,credit
13548,05-12-11,4009632,112.68,Team Sports,Indoor Volleyball,Columbia,Missouri,credit
13549,04-06-11,4002913,55.92,Outdoor Recreation,Skateboarding,Coral Springs,Florida,credit
13550,08-10-11,4005028,108.1,Indoor Games,Table Shuffleboard,Vancouver,Washington,credit
13551,10-02-11,4005703,190.81,Water Sports,Towed Water Sports,Richmond  ,Virginia,credit
13552,02-19-11,4006399,89.94,Team Sports,Cheerleading,Newark,New Jersey,credit
13553,10-27-11,4004183,174.27,Water Sports,Whitewater Rafting,Coral Springs,Florida,credit
13554,11-12-11,4006666,185.41,Outdoor Play Equipment,Lawn Water Slides,Fremont,California,credit
13555,08-12-11,4006135,144.89,Combat Sports,Martial Arts,Minneapolis,Minnesota,credit
13556,08-19-11,4007665,53.09,Team Sports,Indoor Volleyball,Lowell,Massachusetts,credit
13557,02-23-11,4002119,64.67,Exercise & Fitness,Gym Mats,San Antonio,Texas,credit
13558,01-04-11,4007230,70.85,Racquet Sports,Badminton,Portland,Oregon,credit
13559,12-12-11,4007944,11.16,Exercise & Fitness,Exercise Bands,Minneapolis,Minnesota,cash
13560,12-01-11,4009980,169.82,Air Sports,Hang Gliding,Denton,Texas,credit
13561,06-16-11,4003315,74.35,Gymnastics,Gymnastics Protective Gear,Vancouver,Washington,credit
13562,09-08-11,4002250,197.76,Outdoor Recreation,Skating,Gresham,Oregon,credit
13563,01-07-11,4009547,135.68,Team Sports,Soccer,Denton,Texas,credit
13564,07-31-11,4005305,175.62,Indoor Games,Foosball,San Diego,California,credit
13565,03-09-11,4000391,38.98,Dancing,Ballet Bars,Irving,Texas,cash
13566,12-19-11,4009662,177.19,Water Sports,Scuba Diving & Snorkeling,Columbus,Ohio,credit
13567,12-23-11,4003540,52.98,Team Sports,Rugby,Long Beach,California,credit
13568,04-28-11,4008077,131.31,Outdoor Recreation,Skating,Columbia,Missouri,credit
13569,10-14-11,4001415,25.58,Outdoor Recreation,Disc Golf,Indianapolis ,Indiana,cash
13570,04-22-11,4003077,7.55,Combat Sports,Wrestling,Orange,California,cash
13571,06-19-11,4002231,23.65,Racquet Sports,Squash,Pittsburgh,Pennsylvania,cash
13572,09-15-11,4001706,138.6,Exercise & Fitness,Weightlifting Belts,Detroit,Michigan,credit
13573,01-22-11,4006348,143.82,Combat Sports,Martial Arts,Dayton,Ohio,credit
13574,11-17-11,4009012,152.19,Gymnastics,Gymnastics Protective Gear,Saint Paul,Minnesota,credit
13575,08-28-11,4006562,34.25,Water Sports,Scuba Diving & Snorkeling,Scottsdale,Arizona,cash
13576,06-26-11,4001997,88.52,Puzzles,Mechanical Puzzles,Paterson,New Jersey,credit
13577,02-16-11,4005658,187.92,Outdoor Recreation,Deck Shuffleboard,Richmond  ,Virginia,credit
13578,10-15-11,4004097,54.47,Water Sports,Surfing,Oklahoma City,Oklahoma,credit
13579,11-08-11,4002947,108.67,Combat Sports,Fencing,Chattanooga,Tennessee,credit
13580,06-02-11,4008270,116.52,Team Sports,Curling,Milwaukee,Wisconsin,credit
13581,12-24-11,4000007,38.88,Combat Sports,Wrestling,Jackson,Mississippi,cash
13582,07-22-11,4004218,87.81,Outdoor Recreation,Tetherball,Charleston,South Carolina,credit
13583,03-10-11,4005057,198.79,Outdoor Recreation,Fishing,Los Angeles,California,credit
13584,06-10-11,4002914,93.95,Gymnastics,Gymnastics Protective Gear,Jersey City,New Jersey,credit
13585,02-19-11,4001791,29.55,Outdoor Recreation,Golf,Westminster,Colorado,cash
13586,06-14-11,4007325,115.31,Indoor Games,Air Hockey,Salem,Oregon,credit
13587,09-10-11,4007436,97.79,Games,Poker Chips & Sets,Irving,Texas,credit
13588,04-10-11,4000583,192.38,Team Sports,Beach Volleyball,Colorado Springs,Colorado,credit
13589,01-06-11,4002072,167.33,Outdoor Recreation,Geocaching,Los Angeles,California,credit
13590,01-05-11,4008026,98.65,Exercise & Fitness,Abdominal Equipment,McKinney,Texas,credit
13591,01-16-11,4008997,197.48,Outdoor Recreation,Riding Scooters,Coral Springs,Florida,credit
13592,04-21-11,4003106,79.79,Outdoor Recreation,Running,El Paso,Texas,credit
13593,08-20-11,4005250,171.83,Outdoor Recreation,Golf,Santa Ana,California,credit
13594,11-17-11,4006810,90.1,Air Sports,Hang Gliding,Denton,Texas,credit
13595,02-04-11,4003232,151.37,Winter Sports,Downhill Skiing,Plano,Texas,credit
13596,09-15-11,4009003,171.84,Outdoor Recreation,Skateboarding,Pasadena,California,credit
13597,07-28-11,4000226,136.72,Water Sports,Life Jackets,Denton,Texas,credit
13598,10-28-11,4005571,54.04,Exercise & Fitness,Medicine Balls,Washington,District of Columbia,credit
13599,10-17-11,4004293,12.93,Outdoor Play Equipment,Lawn Water Slides,Boise,Idaho,cash
13600,04-06-11,4005450,191.14,Jumping,Bungee Jumping,Phoenix,Arizona,credit
13601,05-18-11,4001176,117.14,Outdoor Recreation,Camping & Backpacking & Hiking,Dallas,Texas,credit
13602,05-14-11,4008962,60.47,Outdoor Recreation,Track & Field,Colorado Springs,Colorado,credit
13603,02-19-11,4007973,88.42,Dancing,Ballet Bars,Minneapolis,Minnesota,credit
13604,03-27-11,4009125,63.85,Puzzles,Jigsaw Puzzles,Sacramento,California,credit
13605,06-11-11,4008522,170.82,Outdoor Recreation,Deck Shuffleboard,Saint Paul,Minnesota,credit
13606,12-20-11,4005116,32.95,Jumping,Bungee Jumping,Tampa,Florida,credit
13607,07-30-11,4001177,46.17,Gymnastics,Gymnastics Rings,Miami,Florida,credit
13608,02-03-11,4008838,24.82,Outdoor Recreation,Disc Golf,Santa Ana,California,credit
13609,09-19-11,4000188,7.77,Outdoor Recreation,Skating,Denton,Texas,credit
13610,02-28-11,4003929,96.39,Outdoor Recreation,Golf,Atlanta,Georgia,credit
13611,11-11-11,4000751,133.86,Water Sports,Life Jackets,Boston,Massachusetts,credit
13612,06-21-11,4004244,155.95,Winter Sports,Cross-Country Skiing,New Orleans,Louisiana,credit
13613,11-25-11,4006830,154.79,Outdoor Play Equipment,Lawn Water Slides,Sunnyvale,California,credit
13614,03-19-11,4008815,52.52,Outdoor Recreation,Ice Climbing,San Francisco,California,credit
13615,01-14-11,4007452,67.36,Team Sports,Football,Miami,Florida,credit
13616,01-23-11,4000635,16.69,Games,Board Games,Portland,Oregon,credit
13617,05-22-11,4001303,182.68,Gymnastics,Pommel Horses,Columbia,Missouri,credit
13618,05-10-11,4006269,141.09,Outdoor Recreation,Skateboarding,Columbus,Georgia,credit
13619,06-28-11,4000429,9.23,Winter Sports,Snowmobiling,Dayton,Ohio,credit
13620,07-01-11,4002429,51.27,Indoor Games,Ping Pong,Richmond  ,Virginia,credit
13621,10-12-11,4000016,9.89,Outdoor Play Equipment,Outdoor Playsets,New Orleans,Louisiana,credit
13622,06-17-11,4002408,9.05,Team Sports,Basketball,Newark,New Jersey,credit
13623,12-04-11,4009696,96.55,Water Sports,Life Jackets,Los Angeles,California,credit
13624,06-17-11,4007713,78.51,Racquet Sports,Tennis,Chicago,Illinois,credit
13625,11-06-11,4004380,147.72,Gymnastics,Gymnastics Protective Gear,St. Petersburg,Florida,credit
13626,05-06-11,4006616,157.79,Outdoor Recreation,Hunting,Orange,California,credit
13627,07-02-11,4007550,42.13,Water Sports,Life Jackets,Fremont,California,credit
13628,05-23-11,4001544,177.97,Exercise & Fitness,Weightlifting Machine Accessories,Washington,District of Columbia,credit
13629,07-07-11,4003240,112.85,Jumping,Bungee Jumping,Berkeley,California,credit
13630,08-21-11,4009314,39.7,Gymnastics,Gymnastics Protective Gear,Irving,Texas,credit
13631,10-05-11,4004709,89.13,Team Sports,Beach Volleyball,San Diego,California,credit
13632,02-20-11,4003630,189.83,Exercise & Fitness,Yoga & Pilates,Miami,Florida,credit
13633,11-29-11,4005958,183.79,Exercise & Fitness,Free Weight Bars,Jackson,Mississippi,credit
13634,02-07-11,4006444,185.4,Exercise & Fitness,Abdominal Equipment,Atlanta,Georgia,credit
13635,09-26-11,4006279,23.53,Games,Dominoes,Baltimore,Maryland,credit
13636,12-10-11,4006681,165.68,Gymnastics,Vaulting Horses,Berkeley,California,credit
13637,07-30-11,4007885,133.51,Team Sports,Cricket,Columbia,Missouri,credit
13638,01-02-11,4002238,196.33,Water Sports,Life Jackets,Oakland,California,credit
13639,02-21-11,4005122,29.36,Outdoor Play Equipment,Playhouses,Washington,District of Columbia,credit
13640,10-01-11,4009434,93.54,Exercise & Fitness,Weightlifting Machine Accessories,Boston,Massachusetts,credit
13641,08-04-11,4003048,90.8,Games,Board Games,Long Beach,California,credit
13642,10-16-11,4006717,194.52,Racquet Sports,Badminton,Reno,Nevada,credit
13643,09-17-11,4003923,170.62,Outdoor Recreation,Ice Climbing,Gresham,Oregon,credit
13644,11-29-11,4007175,37.12,Water Sports,Life Jackets,Lowell,Massachusetts,cash
13645,10-22-11,4001544,173.21,Outdoor Play Equipment,Swing Sets,Nashville  ,Tennessee,credit
13646,12-19-11,4001432,127.23,Racquet Sports,Badminton,Memphis,Tennessee,credit
13647,09-04-11,4002827,134.22,Exercise & Fitness,Abdominal Equipment,Richmond  ,Virginia,credit
13648,08-15-11,4009179,167.83,Winter Sports,Cross-Country Skiing,Rockford,Illinois,credit
13649,05-23-11,4003346,144.6,Water Sports,Towed Water Sports,Memphis,Tennessee,credit
13650,05-26-11,4001292,73.25,Combat Sports,Fencing,Atlanta,Georgia,credit
13651,08-27-11,4000237,21.79,Jumping,Bungee Jumping,Birmingham,Alabama,cash
13652,04-22-11,4006266,71.98,Combat Sports,Fencing,Memphis,Tennessee,credit
13653,07-09-11,4006341,140.23,Water Sports,Water Polo,Jackson,Mississippi,credit
13654,10-26-11,4000882,95.58,Exercise & Fitness,Medicine Balls,Westminster,Colorado,credit
13655,08-12-11,4008590,138.36,Outdoor Recreation,Shooting Games,Pasadena,California,credit
13656,05-29-11,4009712,135.97,Winter Sports,Luge,Atlanta,Georgia,credit
13657,06-30-11,4003599,32.16,Exercise & Fitness,Stopwatches,Houston,Texas,cash
13658,06-12-11,4004239,121.73,Winter Sports,Sledding,Berkeley,California,credit
13659,02-03-11,4006880,109.07,Air Sports,Air Suits,Phoenix,Arizona,credit
13660,07-10-11,4000339,123.85,Jumping,Trampoline Accessories,Minneapolis,Minnesota,credit
13661,06-15-11,4007214,172.23,Exercise & Fitness,Foam Rollers,New Orleans,Louisiana,credit
13662,12-09-11,4004927,32.97,Outdoor Recreation,Cycling,Minneapolis,Minnesota,cash
13663,08-10-11,4000121,190,Outdoor Play Equipment,Outdoor Playsets,Chicago,Illinois,credit
13664,01-02-11,4005726,123.92,Games,Board Games,Columbia,Missouri,credit
13665,07-24-11,4008452,159.67,Exercise & Fitness,Abdominal Equipment,Las Vegas,Nevada,credit
13666,12-08-11,4009671,142.44,Outdoor Play Equipment,Sandboxes,Orange,California,credit
13667,12-16-11,4004596,187.02,Outdoor Play Equipment,Sandboxes,Pasadena,Texas,credit
13668,06-08-11,4003578,194.61,Gymnastics,Pommel Horses,Rockford,Illinois,credit
13669,11-20-11,4009032,89.38,Outdoor Recreation,Archery,Detroit,Michigan,credit
13670,05-29-11,4005165,199.36,Team Sports,Cricket,Alexandria  ,Virginia,credit
13671,04-01-11,4002262,86.06,Water Sports,Boating,Phoenix,Arizona,credit
13672,05-04-11,4009035,44.85,Exercise & Fitness,Free Weights,El Paso,Texas,cash
13673,01-22-11,4009344,26.38,Games,Bingo Sets,Chattanooga,Tennessee,cash
13674,02-11-11,4001999,137.47,Team Sports,Rugby,Columbia,South Carolina,credit
13675,07-05-11,4008418,130.92,Gymnastics,Vaulting Horses,Sacramento,California,credit
13676,08-18-11,4005215,24.58,Outdoor Play Equipment,Water Tables,Cincinnati,Ohio,cash
13677,07-08-11,4004237,5.74,Jumping,Trampolines,Denver  ,Colorado,cash
13678,01-18-11,4005327,50.1,Exercise & Fitness,Yoga & Pilates,Atlanta,Georgia,credit
13679,03-29-11,4005203,58.73,Outdoor Recreation,Hunting,Boston,Massachusetts,credit
13680,12-29-11,4004772,163.01,Outdoor Play Equipment,Water Tables,Berkeley,California,credit
13681,05-21-11,4000953,106.26,Team Sports,Basketball,Indianapolis ,Indiana,credit
13682,09-08-11,4005895,17.62,Jumping,Trampolines,Westminster,Colorado,cash
13683,07-24-11,4001845,110.7,Team Sports,Hockey,Lexington,Kentucky,credit
13684,06-18-11,4008074,185.51,Water Sports,Swimming,Westminster,Colorado,credit
13685,12-04-11,4006369,180,Outdoor Recreation,Hunting,San Antonio,Texas,credit
13686,05-09-11,4003407,149.22,Outdoor Play Equipment,Water Tables,Coral Springs,Florida,credit
13687,05-26-11,4001642,134.4,Outdoor Recreation,Skating,Milwaukee,Wisconsin,credit
13688,11-05-11,4007431,83.45,Dancing,Ballet Bars,Everett,Washington,credit
13689,03-18-11,4005115,77.91,Games,Portable Electronic Games,Dayton,Ohio,credit
13690,07-31-11,4006775,66.8,Combat Sports,Fencing,Salem,Oregon,credit
13691,11-04-11,4002373,11.04,Team Sports,Lacrosse,San Antonio,Texas,cash
13692,08-17-11,4000129,192.13,Outdoor Recreation,Skating,Midland,Texas,credit
13693,09-21-11,4006083,185.76,Exercise & Fitness,Medicine Balls,Huntsville,Alabama,credit
13694,11-08-11,4006411,121.81,Water Sports,Scuba Diving & Snorkeling,Sacramento,California,credit
13695,11-04-11,4000675,9.64,Water Sports,Water Polo,Las Vegas,Nevada,cash
13696,02-11-11,4003248,92.73,Outdoor Recreation,Geocaching,Des Moines,Iowa,credit
13697,09-29-11,4009513,137.26,Water Sports,Life Jackets,Madison,Wisconsin,credit
13698,05-20-11,4007219,54.12,Games,Mahjong,Overland Park,Kansas,credit
13699,06-09-11,4009989,66.58,Games,Portable Electronic Games,Reno,Nevada,credit
13700,05-15-11,4007960,116.67,Outdoor Recreation,Track & Field,Lincoln,Nebraska,credit
13701,09-03-11,4003475,64.83,Winter Sports,Bobsledding,Pittsburgh,Pennsylvania,credit
13702,10-23-11,4005593,117.3,Water Sports,Wetsuits,Charlotte,North Carolina,credit
13703,01-10-11,4003739,72.61,Team Sports,Cricket,Pasadena,Texas,credit
13704,07-13-11,4008590,49.42,Air Sports,Parachutes,Hartford,Connecticut,credit
13705,11-19-11,4001149,85.95,Outdoor Recreation,Geocaching,Huntsville,Alabama,credit
13706,01-19-11,4002854,199.74,Exercise & Fitness,Yoga & Pilates,Columbus,Ohio,credit
13707,08-12-11,4001002,50.08,Outdoor Recreation,Skating,Los Angeles,California,credit
13708,08-01-11,4002350,149.81,Outdoor Recreation,Geocaching,Reno,Nevada,credit
13709,06-05-11,4001109,131.22,Outdoor Recreation,Geocaching,Colorado Springs,Colorado,credit
13710,04-26-11,4002340,44.1,Team Sports,Curling,Charlotte,North Carolina,credit
13711,06-30-11,4006574,152.08,Exercise & Fitness,Cardio Machines,Philadelphia,Pennsylvania,credit
13712,07-20-11,4008697,42.18,Water Sports,Boating,Detroit,Michigan,credit
13713,06-23-11,4005868,102.46,Exercise & Fitness,Jump Ropes,Baltimore,Maryland,credit
13714,07-18-11,4000324,34.28,Dancing,Ballet Bars,Columbia,Missouri,credit
13715,08-03-11,4003676,55.03,Winter Sports,Sledding,Austin,Texas,credit
13716,06-01-11,4000763,9.88,Team Sports,Cheerleading,Indianapolis ,Indiana,credit
13717,08-29-11,4005741,42.01,Team Sports,Soccer,Denver  ,Colorado,credit
13718,03-25-11,4005299,49.7,Team Sports,Cheerleading,Detroit,Michigan,credit
13719,07-29-11,4008601,35.01,Winter Sports,Snowshoeing,San Francisco,California,credit
13720,09-26-11,4000095,61.61,Indoor Games,Air Hockey,Denton,Texas,credit
13721,02-10-11,4000358,131.42,Outdoor Play Equipment,Water Tables,Irving,Texas,credit
13722,06-05-11,4000341,15.39,Outdoor Play Equipment,Water Tables,Clarksville,Tennessee,credit
13723,12-05-11,4008932,113.06,Water Sports,Wetsuits,Lowell,Massachusetts,credit
13724,01-27-11,4007401,151.21,Outdoor Recreation,Camping & Backpacking & Hiking,San Antonio,Texas,credit
13725,09-22-11,4006113,139.98,Water Sports,Swimming,Boise,Idaho,credit
13726,07-02-11,4006774,114.25,Outdoor Recreation,Rock Climbing,Pittsburgh,Pennsylvania,credit
13727,04-09-11,4001426,187.29,Outdoor Recreation,Equestrian,St. Louis  ,Missouri,credit
13728,10-24-11,4009411,76.12,Team Sports,Cheerleading,Clarksville,Tennessee,credit
13729,03-08-11,4003904,140.55,Games,Bingo Sets,Pasadena,Texas,credit
13730,08-19-11,4007108,88.76,Team Sports,Field Hockey,West Valley City,Utah,credit
13731,08-30-11,4009019,30.18,Puzzles,Mechanical Puzzles,Springfield,Illinois,credit
13732,01-03-11,4003067,141.09,Outdoor Play Equipment,Slides,West Valley City,Utah,credit
13733,02-06-11,4006498,126.89,Team Sports,Basketball,Omaha,Nebraska,credit
13734,10-05-11,4008264,184.33,Indoor Games,Bowling,New York,New York,credit
13735,02-21-11,4003365,186.12,Exercise & Fitness,Jump Ropes,San Diego,California,credit
13736,01-05-11,4008831,195.83,Outdoor Recreation,Deck Shuffleboard,Houston,Texas,credit
13737,03-04-11,4007186,33.38,Exercise & Fitness,Medicine Balls,Memphis,Tennessee,credit
13738,12-01-11,4005920,154.75,Gymnastics,Vaulting Horses,Indianapolis ,Indiana,credit
13739,05-06-11,4007814,94.6,Jumping,Jumping Stilts,Chicago,Illinois,credit
13740,08-30-11,4008188,153.56,Jumping,Pogo Sticks,San Antonio,Texas,credit
13741,04-15-11,4006068,119.75,Team Sports,Curling,Indianapolis ,Indiana,credit
13742,04-26-11,4004679,177.29,Water Sports,Kitesurfing,Austin,Texas,credit
13743,12-13-11,4009320,26.17,Water Sports,Windsurfing,Austin,Texas,cash
13744,08-22-11,4002936,71.78,Racquet Sports,Badminton,Montgomery,Alabama,credit
13745,05-04-11,4002418,199.4,Outdoor Recreation,Shooting Games,Rockford,Illinois,credit
13746,09-25-11,4005935,40.3,Games,Bingo Sets,Irving,Texas,cash
13747,08-17-11,4007810,42.71,Outdoor Play Equipment,Outdoor Playsets,Buffalo,New York,cash
13748,06-05-11,4000439,72.08,Outdoor Recreation,Skateboarding,Cambridge,Massachusetts,credit
13749,12-10-11,4008045,26.43,Air Sports,Hang Gliding,Reno,Nevada,cash
13750,11-17-11,4000559,15.49,Exercise & Fitness,Exercise Bands,Cleveland,Ohio,cash
13751,04-28-11,4002494,150.49,Team Sports,Indoor Volleyball,Austin,Texas,credit
13752,02-02-11,4001446,42.26,Outdoor Play Equipment,Water Tables,Green Bay,Wisconsin,cash
13753,04-23-11,4002051,27.52,Exercise & Fitness,Medicine Balls,Austin,Texas,cash
13754,06-22-11,4008971,134.85,Gymnastics,Balance Beams,San Francisco,California,credit
13755,01-19-11,4005818,153.47,Water Sports,Boating,Paterson,New Jersey,credit
13756,07-14-11,4008799,101.92,Water Sports,Water Polo,Philadelphia,Pennsylvania,credit
13757,04-29-11,4007163,50.45,Exercise & Fitness,Cardio Machines,Westminster,Colorado,credit
13758,08-31-11,4005542,93.18,Team Sports,Football,Santa Ana,California,credit
13759,09-13-11,4009540,5.68,Outdoor Recreation,Archery,Austin,Texas,cash
13760,08-29-11,4006461,151.08,Outdoor Recreation,Equestrian,Cincinnati,Ohio,credit
13761,03-25-11,4001917,142.03,Exercise & Fitness,Weight Benches,Oklahoma City,Oklahoma,credit
13762,05-17-11,4004682,192.51,Outdoor Recreation,Shooting Games,Columbia,South Carolina,credit
13763,02-13-11,4005168,5.4,Water Sports,Life Jackets,Austin,Texas,cash
